endereco_tse,cep,Logradouro,Tipo Logradouro,id_bairro
QUADRA 04 CONJUNTO B LOTE 06,71570202,QUADRA 04 CONJUNTO B LOTE 06,QUADRA,83
"RUA CASTRO ALVES, S/N, FORUM ARNALDO DA SILVEIRA",45280000,RUA CASTRO ALVES,RUA,27
"RUA JOSÉ DA ROCHA, 483",61600070,RUA JOSÉ DA ROCHA,RUA,88
"RUA JOSEANE SALES,177A",65715000,RUA JOSEANE SALES,RUA,72
"RUA TENENTE CAMARGO, 2500 - FORUM ELEITORAL",85601610,RUA TENENTE CAMARGO,RUA,84
"RUA GOVERNADOR VALADARES, 229 - CASA - CENTRO",35460000,RUA GOVERNADOR VALADARES,RUA,27
RUA INTERVENTOR ERIVANO CRUZ 75,63010010,RUA INTERVENTOR ERIVANO CRUZ 75,RUA,9
"RUA JOVELINO PEREIRA DOS SANTOS, S/N",48410000,RUA JOVELINO PEREIRA DOS SANTOS,RUA,9
"RUA DONA ANA, 27",36600000,RUA DONA ANA,RUA,17
"RUA 21 DE SETEMBRO, SN - FÓRUM ELEITORAL",86455000,RUA 21 DE SETEMBRO,RUA,98
"PRAÇA JOÃO PESSOA, 25 - TÉRREO",58497000,PRAÇA JOÃO PESSOA,PRAÇA,51
RUA MINISTRO TAVARES DE LIRA 128,22221060,RUA MINISTRO TAVARES DE LIRA 128,RUA,60
"RUA BALTAZAR DA ROCHA BEZERRA, 05",59510000,RUA BALTAZAR DA ROCHA BEZERRA,RUA,44
"PRAÇA PAPA JOÃO XXIII, 135",16800000,PRAÇA PAPA JOÃO XXIII,PRAÇA,66
"RUA VIRGILIO DE ARAÚJO SILVA, SN",58765000,RUA VIRGILIO DE ARAÚJO SILVA,RUA,24
"RUA SÃO FRANCISCO, 219",39100000,RUA SÃO FRANCISCO,RUA,73
"RUA DAS GREVILEAS, 442",78550112,RUA DAS GREVILEAS,RUA,6
"PRAÇA 02, LOTE 06, SETOR CENTRAL - GAMA/DF",72405025,PRAÇA 02,PRAÇA,85
"RUA RESPÍCIO JOSÉ DO NASCIMENTO, 517",59900000,RUA RESPÍCIO JOSÉ DO NASCIMENTO,RUA,69
"RUA DR. COSTA JÚNIOR, 509",5002000,RUA DR. COSTA JÚNIOR,RUA,67
"RUA VIGÁRIO PARREIRAS, 1090",35595000,RUA VIGÁRIO PARREIRAS,RUA,20
RUA DOM PEDRITO 1 - XVIII R.A.,23070170,RUA DOM PEDRITO 1 - XVIII R.A.,RUA,5
"RUA FRANCISCO XAVIER DE ALMEIDA GARRET, 1345 - FORUM ELEITORAL",83601223,RUA FRANCISCO XAVIER DE ALMEIDA GARRET,RUA,55
RUA MARECHAL DEODORO 720,78200000,RUA MARECHAL DEODORO 720,RUA,85
"RUA CALMÉRIO RODRIGUES FERREIRA, 33, LOJA C",26900000,RUA CALMÉRIO RODRIGUES FERREIRA,RUA,96
"RUA GETULIO VARGAS, 109 - CENTRO",59190000,RUA GETULIO VARGAS,RUA,49
"RUA URUGUAI, 1227",98920000,RUA URUGUAI,RUA,64
"RUA SÃO PAULO, 3431",15500010,RUA SÃO PAULO,RUA,34
"RUA JACY PARANA, S/N - ANEXO AO TRE",76805866,RUA JACY PARANA,RUA,9
"RUA ÁTILA VIVÁCQUA VIEIRA, 148",29350000,RUA ÁTILA VIVÁCQUA VIEIRA,RUA,45
"PRAÇA VICTOR KONDER, 60, FÓRUM UNIVERSITÁRIO",89010150,PRAÇA VICTOR KONDER,PRAÇA,85
"RUA QUINTILIANO JOSÉ DA SILVA, 55",35740000,RUA QUINTILIANO JOSÉ DA SILVA,RUA,79
"RUA PADRE CRUZ, ESQUINA COM RUA WALDIR SOEIRO HENRICH, N. 169",35970000,RUA PADRE CRUZ,RUA,11
"RUA CORINTO SILVA, 47, CENTRO",46800000,RUA CORINTO SILVA,RUA,73
"RUA ANTÔNIO CIMINI, 151 A - SANTA ZITA",35300275,RUA ANTÔNIO CIMINI,RUA,46
"RUA MÁRIO DE BRITO, 129 - LOJA 3 - PIABETÁ",25915000,RUA MÁRIO DE BRITO,RUA,91
"RUA JUSCELINO KUBTSCHEK DE OLIVEIRA, 1206 - FORUM ELEITORAL",85807440,RUA JUSCELINO KUBTSCHEK DE OLIVEIRA,RUA,60
"RUA DOS EXPEDICIONARIOS, 753 - FORUM ELEITORAL",86300000,RUA DOS EXPEDICIONARIOS,RUA,71
"RUA CEL. JOSE DANTAS, S/N",63200000,RUA CEL. JOSE DANTAS,RUA,15
RUA VEREADOR PEDRO DOCA FILHO S/N,55180000,RUA VEREADOR PEDRO DOCA FILHO S/N,RUA,97
"RUA WALDEMAR MANSUETO GRAZZIOTIN, 165 - SALA TÉRREA",95250000,RUA WALDEMAR MANSUETO GRAZZIOTIN,RUA,20
"RUA GOVERNADOR VALADARES, 730 / 02",36120000,RUA GOVERNADOR VALADARES,RUA,30
"PRAÇA DA BANDEIRA, 245",49270000,PRAÇA DA BANDEIRA,PRAÇA,81
"PRAÇA PEDRO PEREIRA, S/N - FÓRUM DR FILEMOM LINS DE QUEIROZ",47240000,PRAÇA PEDRO PEREIRA,PRAÇA,64
"RUA IPIRANGA, N. 841",79700000,RUA IPIRANGA,RUA,57
"RUA SAINT HILAIRE, 187 - FORUM ELEITORAL",84035350,RUA SAINT HILAIRE,RUA,36
"RUA TEODÓZIO LEANDRO HORAS, S/N",56220000,RUA TEODÓZIO LEANDRO HORAS,RUA,64
"RUA ASPÁZIA DIAS VAREJÃO, 222, LT 28, QD G",29130013,RUA ASPÁZIA DIAS VAREJÃO,RUA,52
"PRAÇA JOÃO PESSOA, S/N (FÓRUM)",58660000,PRAÇA JOÃO PESSOA,PRAÇA,17
"RUA TERESINA, 333",15800300,RUA TERESINA,RUA,89
"TV ERNESTO CARMELLI, 55, SALA 1",89820000,TV ERNESTO CARMELLI,TRAVESSA,17
"PRAÇA AGAMENON MAGALHÃES, S/N",55315000,PRAÇA AGAMENON MAGALHÃES,PRAÇA,77
RUA SAO FRANCISCO S/N,69680000,RUA SAO FRANCISCO S/N,RUA,53
"RUA DAS FORMIGAS, 375 (ESQUINA COM RUA DOS BANDEIRANTES)",13280000,RUA DAS FORMIGAS,RUA,32
"RUA CORONEL BRAULIO DE OLIVEIRA, 923",98870000,RUA CORONEL BRAULIO DE OLIVEIRA,RUA,59
"RUA DR. FRANCISCO PORTELA, 2775",24435001,RUA DR. FRANCISCO PORTELA,RUA,11
"RUA INGRID EGGERTT, 214",78330000,RUA INGRID EGGERTT,RUA,89
"RUA CEL. BERNARDINO DE MELLO 2585, CENTRO - NOVA IGUAÇU / RJ",26255140,RUA CEL. BERNARDINO DE MELLO 2585,RUA,19
"RUA JOSÉ BORELLI, 10 - FÓRUM",14740000,RUA JOSÉ BORELLI,RUA,33
RUA FRANCISCA DE ARAGAO PAIVA S/N,64330000,RUA FRANCISCA DE ARAGAO PAIVA S/N,RUA,55
"RUA JOSÉ SPONCHIADO, 71",99830000,RUA JOSÉ SPONCHIADO,RUA,57
"RUA DOS ARCANJOS, S/N",65850000,RUA DOS ARCANJOS,RUA,76
"RUA OSCAR TEIXEIRA DE SIQUEIRA, 270, FÓRUM PEDRO FONTES",45930000,RUA OSCAR TEIXEIRA DE SIQUEIRA,RUA,54
"ROD. AFONSO CELSO, S/N - PRACA DOS TRES PODERES - FORUM",28230000,ROD. AFONSO CELSO,RODOVIA,9
"RUA BERNARDO LOCKS, N. 148, 2 ANDAR, SALA 208, CENTRO",88750000,RUA BERNARDO LOCKS,RUA,88
RUA ANTONIO SOUSA GOMES,77960000,RUA ANTONIO SOUSA GOMES,RUA,35
RUA VISCONDE DE SEPETIBA 987 - 3 ANDAR - FUNDOS,24020206,RUA VISCONDE DE SEPETIBA 987 - 3 ANDAR - FUNDOS,RUA,10
"TRAVESSA BOA VISTA, S/N, PRÓX A UM PÉ DE CASTANHA- DO- PARÁ, CENTRO",65970000,TRAVESSA BOA VISTA,TRAVESSA,83
RUA 10 ESQ. C/ RUA 11-A S/N CONJ. UIRAPURU ED. FORUM,75250000,RUA 10 ESQ. C/ RUA 11-A S/N CONJ. UIRAPURU ED. FORUM,RUA,74
"RODOVIA PR 340, S/N, FÓRUM ELEITORAL, AO LADO DA ESCOLA AROLDO",84300000,RODOVIA PR 340,RODOVIA,70
"RUA THOMAS EDSON, 355 , SALA 01",95180000,RUA THOMAS EDSON,RUA,51
"RUA PERNAMBUCO, 299",35500008,RUA PERNAMBUCO,RUA,75
"RUA LA SALLE, 228, CENTRO",89885000,RUA LA SALLE,RUA,8
"RUA COELHO PAREDE, 703",65990000,RUA COELHO PAREDE,RUA,85
"RUA CERQUEIRA CÉSAR, 333",14010130,RUA CERQUEIRA CÉSAR,RUA,22
"RUA GETÚLIO VARGAS, 160",35995000,RUA GETÚLIO VARGAS,RUA,100
"RUA MARIO CHIARINI, S/N - FÓRUM CLÉRISTON ANDRADE",44850000,RUA MARIO CHIARINI,RUA,53
"RUA FIGUEIREDO CAMARGO, 1133 SL 304",21870210,RUA FIGUEIREDO CAMARGO,RUA,95
"RUA IBIAPABA, 422",5625020,RUA IBIAPABA,RUA,83
"RODOVIA BA 052, KM 86,",44600000,RODOVIA BA 052,RODOVIA,29
"RUA LEONIDAS MELO, S/N",64945000,RUA LEONIDAS MELO,RUA,53
RUA SILVIANO BRANDÃO 156 - CENTRO,35570000,RUA SILVIANO BRANDÃO 156 - CENTRO,RUA,84
"PRAÇA BOM JESUS, 52",57910000,PRAÇA BOM JESUS,PRAÇA,58
"RUA JULIO DE CASTILHOS, 803",96600000,RUA JULIO DE CASTILHOS,RUA,37
"RUA CARLOS XAVIER, N. 527",29460000,RUA CARLOS XAVIER,RUA,32
"RUA CÉSAR RONALDO, 70 - CENTRO",65268000,RUA CÉSAR RONALDO,RUA,64
"RUA GENERAL MENDES DE MORAES, N. 86",79400000,RUA GENERAL MENDES DE MORAES,RUA,56
"RUA FRANCISCO JORGE, 2112",14400840,RUA FRANCISCO JORGE,RUA,8
"RUA JOAO BENICIO DA SILVA, 465",64255000,RUA JOAO BENICIO DA SILVA,RUA,47
RUA FERNÃO DIAS  S/N,21615280,RUA FERNÃO DIAS  S/N,RUA,68
"RUA CARIRI AÇU, 77",7180250,RUA CARIRI AÇU,RUA,23
"RUA 10, 563, CENTRO (EM FRENTE AO FÓRUM)",38380000,RUA 10,RUA,41
"RUA CANTIDIO RODRIGUES DE ALMEIDA, 420 SALA 101",99680000,RUA CANTIDIO RODRIGUES DE ALMEIDA,RUA,45
"RUA EDSON DE LIRA PAULA, S/N",55415000,RUA EDSON DE LIRA PAULA,RUA,14
"RUA SAO JOSE, 59",64190000,RUA SAO JOSE,RUA,13
"RUA MARIA DO CARMO ALVES, 44-A",64410000,RUA MARIA DO CARMO ALVES,RUA,9
"RUA WASHINGTON, 473",11410150,RUA WASHINGTON,RUA,18
"RUA RIO BRANCO, 85 - PISO 2 - SALA 221",9310110,RUA RIO BRANCO,RUA,61
"RUA JOÃO TESSER, 702",99560000,RUA JOÃO TESSER,RUA,19
"RUA ADEMAR LUIZ DE MIRANDA, Q 32, L01, EDIFÍCIO DO FÓRUM.",75610000,RUA ADEMAR LUIZ DE MIRANDA,RUA,49
"QUADRA 104 SUL, AVENIDA LO-01, NÚMERO 10",77020020,QUADRA 104 SUL,QUADRA,46
"RUA DEOCLIDES DE ANDRADE LIMA,5",55850000,RUA DEOCLIDES DE ANDRADE LIMA,RUA,39
"RUA PORFÍRIO BISPO DE SOUSA, S/N",64607470,RUA PORFÍRIO BISPO DE SOUSA,RUA,48
"RUA PREFEITO JOSÉ NACÁCIO, 28-A",37524000,RUA PREFEITO JOSÉ NACÁCIO,RUA,48
"RUA APARECIDA, 130",37890000,RUA APARECIDA,RUA,46
"RUA ORLANDO BISPO DE QUEIROZ, S/N, SÃO MIGUEL, PRÓX. CHURRASCARIA 2000",56509330,RUA ORLANDO BISPO DE QUEIROZ,RUA,60
"RUA PORTO ALEGRE, 1230",17890000,RUA PORTO ALEGRE,RUA,47
"RUA MAIA ALARCON, 433- CENTRO",62960000,RUA MAIA ALARCON,RUA,38
"RUA CORONEL FRUTUOSO, 235",18460000,RUA CORONEL FRUTUOSO,RUA,36
"RUA MONTEIRO DE MELO, 610",5050000,RUA MONTEIRO DE MELO,RUA,74
"RUA BRASIL, 53",36400000,RUA BRASIL,RUA,63
RUA JOAO GALINDO - S/N,55280000,RUA JOAO GALINDO - S/N,RUA,11
RUA ORCADAS 435 - SALA 12 - XX RA (ENTR TB P/ RUA ENEIDA DE MORAES),21920257,RUA ORCADAS 435 - SALA 12 - XX RA (ENTR TB P/ RUA ENEIDA DE MORAES),RUA,75
"RUA OLGA ROBERTA PEREIRA, 17",36420000,RUA OLGA ROBERTA PEREIRA,RUA,54
"RUA IRMÃO GERALDO, 141 - SALA 401",94020110,RUA IRMÃO GERALDO,RUA,61
"RUA ÁLVARO GARCEZ, 485 - FORUM ADV. JAIME DE ARAÚJO ANDRADE",49770000,RUA ÁLVARO GARCEZ,RUA,84
"RUA RUI BARBOSA, S/N",69640000,RUA RUI BARBOSA,RUA,56
"RUA PREFEITO RAIMUNDO COIMBRA FILHO, 131",56380000,RUA PREFEITO RAIMUNDO COIMBRA FILHO,RUA,20
RUA DEPUTADO FRANCISCO ESCORSIN,86220000,RUA DEPUTADO FRANCISCO ESCORSIN,RUA,46
"RUA RAIMUNDO FEIJÓ GAIÃO, S/N",84172560,RUA RAIMUNDO FEIJÓ GAIÃO,RUA,61
"RUA IRINEU FERLIN, N 858",99150000,RUA IRINEU FERLIN,RUA,74
"RUA BUENO DE PAIVA, 250",37660000,RUA BUENO DE PAIVA,RUA,60
"PRAÇA ANTÔNIO CARLOS, N. 127",37750000,PRAÇA ANTÔNIO CARLOS,PRAÇA,21
"RUA ANTÔNIO DE OLIVEIRA AZEVEDO, 51",59460000,RUA ANTÔNIO DE OLIVEIRA AZEVEDO,RUA,78
"RUA MANOEL MORAES, 83 -FÓRUM",63150000,RUA MANOEL MORAES,RUA,81
RUA BRIGADEIRO LUIZ ANTONIO 46,16010680,RUA BRIGADEIRO LUIZ ANTONIO 46,RUA,44
"RUA DA JAQUEIRA, 562",45810000,RUA DA JAQUEIRA,RUA,66
"RUA ANTONIO SIMAO MAUAD, 137",37500180,RUA ANTONIO SIMAO MAUAD,RUA,3
"RUA ARNALDO ROJEK, 111",7760000,RUA ARNALDO ROJEK,RUA,72
"PRAÇA MANOEL LEONCIO RIBEIRO, 3-A",44245000,PRAÇA MANOEL LEONCIO RIBEIRO,PRAÇA,12
"RUA JOSÉ ADAMOWICZ, S/N, CENTRO - FORUM ELEITORAL",84470000,RUA JOSÉ ADAMOWICZ,RUA,56
"RUA TENENTE JOSÉ VICENTE, N. 20",62500000,RUA TENENTE JOSÉ VICENTE,RUA,4
RUA ANTONIO DA SILVA CASCAES 520 CENTRO,88870000,RUA ANTONIO DA SILVA CASCAES 520 CENTRO,RUA,4
RUA JOÃO SOUTO 764,39400081,RUA JOÃO SOUTO 764,RUA,40
"RUA DR. BRUNO DE ANDRADE, 1809 - TÉRREO",95780000,RUA DR. BRUNO DE ANDRADE,RUA,75
"RUA MARECHAL DEODORO, 203",12500210,RUA MARECHAL DEODORO,RUA,16
"PRAÇA AVELINO DE CASTRO NETO, 651 - CENTRO",64400000,PRAÇA AVELINO DE CASTRO NETO,PRAÇA,8
"RUA JOAO FRANCISCO, 144",59670000,RUA JOAO FRANCISCO,RUA,83
"RUA SACADURA CABRAL, 226",20221161,RUA SACADURA CABRAL,RUA,32
"RUA DAS LARANJEIRAS, N 1477, GOIABAL",65725000,RUA DAS LARANJEIRAS,RUA,80
"RUA ANTONIO TREVISANI, 93",8500340,RUA ANTONIO TREVISANI,RUA,6
RUA CORONEL LUIZ TENORIO DE BRITO N 530,6900000,RUA CORONEL LUIZ TENORIO DE BRITO N 530,RUA,4
"RUA FRANCISCO RODRIGUES, S/N",59504000,RUA FRANCISCO RODRIGUES,RUA,71
"RUA MANOEL SOBREIRA, 22",35240000,RUA MANOEL SOBREIRA,RUA,65
"RUA SETE DE SETEMBRO, 482",13490000,RUA SETE DE SETEMBRO,RUA,92
"RUA RUI BARBOSA, 686",64940000,RUA RUI BARBOSA,RUA,42
"RUA SADAMITA IWASSAKI, 538",18230000,RUA SADAMITA IWASSAKI,RUA,66
"RUA BARÃO DE LUCENA, N 65, MOCÓS",55870000,RUA BARÃO DE LUCENA,RUA,32
"RUA JOSE SARAIVA SOBRINHO, S/N",62748000,RUA JOSE SARAIVA SOBRINHO,RUA,83
RUA JOÃO CARVALHO DA ROCHA S/N - FORUM,27660000,RUA JOÃO CARVALHO DA ROCHA S/N - FORUM,RUA,31
"RUA ANTONIO CIMINI, 151-A",35300275,RUA ANTONIO CIMINI,RUA,45
"RUA APPA ,101",79150000,RUA APPA ,RUA,61
"RUA PADRE SÁTIRO, 231",68660000,RUA PADRE SÁTIRO,RUA,25
"RUA ÁFRICA, N 254",83323320,RUA ÁFRICA,RUA,27
"RUA BRASIL, 441 - CENTRO",93010030,RUA BRASIL,RUA,10
"RUA RIO GRANDE DO SUL, S/N",58414025,RUA RIO GRANDE DO SUL,RUA,99
"RUA ONZE, 1090 - FORUM",86140000,RUA ONZE,RUA,38
"RUA EMANUEL MAFRA, 685",69195000,RUA EMANUEL MAFRA,RUA,24
"RUA JÚLIO DE CASTILHOS, N 3384",97502410,RUA JÚLIO DE CASTILHOS,RUA,29
"RUA SÃO PAULO, 988",19880000,RUA SÃO PAULO,RUA,83
"RUA JOSÉ TEODORO, 246",19500000,RUA JOSÉ TEODORO,RUA,59
RUA JERÔNIMO CARNEIRO 584,38160000,RUA JERÔNIMO CARNEIRO 584,RUA,51
"RUA QUINTINO BOCAIUVA, 110",48280000,RUA QUINTINO BOCAIUVA,RUA,51
"RUA DELEGADO JOSÉ ALFREDO HARDMAN, 180 - JARDIM VERANEIO",79037106,RUA DELEGADO JOSÉ ALFREDO HARDMAN,RUA,50
"RUA HORÁCIO PAGANO, 71 - FÓRUM ELEITORAL",86160000,RUA HORÁCIO PAGANO,RUA,37
"PRAÇA JOSÉ DE FREITAS MARQUES, 145",35521000,PRAÇA JOSÉ DE FREITAS MARQUES,PRAÇA,22
RUA DR. AFRÂNIO / N. 124,38440072,RUA DR. AFRÂNIO / N. 124,RUA,6
"RUA PORFIRIO BISPO DE SOUSA, S/N - BAIRRO DNER",64607470,RUA PORFIRIO BISPO DE SOUSA,RUA,49
"RUA LUIZ FACCINI, 346 -TÉRREO",7110000,RUA LUIZ FACCINI,RUA,21
"RUA GOV. PARIGOT DE SOUZA, 231- FORUM ELEITORAL",86015650,RUA GOV. PARIGOT DE SOUZA,RUA,2
"PRAÇA DAS CINCO PONTAS,321 SÃO JOSÉ",50020500,PRAÇA DAS CINCO PONTAS,PRAÇA,15
"RUA PROJETADA SN, AOS FUNDOS DO FÓRUM ESTADUAL",87780000,RUA PROJETADA SN,RUA,21
"RUA AFONSO TAGLIARI, 40, SALA 100",99900000,RUA AFONSO TAGLIARI,RUA,58
"RUA PADRE IBIAPINA, 135",56870000,RUA PADRE IBIAPINA,RUA,35
"RUA ANTONIO SERAFIM DE SOUZA, 814",19260000,RUA ANTONIO SERAFIM DE SOUZA,RUA,67
RUA PRES. JOAO PESSOA S/N (ANEXO FORUM),58320000,RUA PRES. JOAO PESSOA S/N (ANEXO FORUM),RUA,87
"RUA OTÁVIO HENRIQUES, 41",58187000,RUA OTÁVIO HENRIQUES,RUA,26
"RUA DESEMBARGADOR FERREIRA PINTO, 09, CENTRO, ITABORAÍ/RJ",24800205,RUA DESEMBARGADOR FERREIRA PINTO,RUA,81
"RUA C QUADRA 52, LOTE 26-A",77720000,RUA C QUADRA 52,RUA,39
"RUA VEREADOR JOÃO VELOSO, 115",35588000,RUA VEREADOR JOÃO VELOSO,RUA,8
"RUA GOVERNADOR VALADARES, N.251, 2 ANDAR",39680000,RUA GOVERNADOR VALADARES,RUA,43
"RUA DOS ESCOTEIROS, S/N - FÓRUM BERNARDINO DE SOUZA",47600000,RUA DOS ESCOTEIROS,RUA,1
"RUA DELEGADO JOSÉ ALFREDO HARDMAN, 180",79037106,RUA DELEGADO JOSÉ ALFREDO HARDMAN,RUA,46
RUA GAL. GOES MONTEIRO N. 91 - SALA 1,95703080,RUA GAL. GOES MONTEIRO N. 91 - SALA 1,RUA,29
RUA FELICIANO SODRE 153 2 ANDAR,24440440,RUA FELICIANO SODRE 153 2 ANDAR,RUA,18
RUA MANOEL RIBAS 1251,87550000,RUA MANOEL RIBAS 1251,RUA,36
"RUA JOSÉ MARTINS, 286 - NA RUA DA IGREJA.",56820000,RUA JOSÉ MARTINS,RUA,73
"RUA JURACY TENÓRIO CAVALCANTE, 53",57620000,RUA JURACY TENÓRIO CAVALCANTE,RUA,49
"PRAÇA BERNARDO DE BRITO, 166",46880000,PRAÇA BERNARDO DE BRITO,PRAÇA,26
"RUA ADOLFO STADLER, 551",84550000,RUA ADOLFO STADLER,RUA,42
"RUA PROFESSOR MIGUEL MESQUITA  S/N, CENTRO PROX. DO INSS",65420000,RUA PROFESSOR MIGUEL MESQUITA  S/N,RUA,96
"RUA SÃO BENEDITO, 1250 - ATENDIMENTO 8 ÀS 13H",68230000,RUA SÃO BENEDITO,RUA,64
"RUA OLEGARIO MACIEL, 06",38430000,RUA OLEGARIO MACIEL,RUA,15
"RUA PADRE JÚLIO, 45",36700000,RUA PADRE JÚLIO,RUA,19
RUA A-3 N 605,68948000,RUA A-3 N 605,RUA,27
"RUA OSVALDO VASCONCELOS, S/N, (PRAÇA DO FÓRUM)",77650000,RUA OSVALDO VASCONCELOS,RUA,41
RUA CORONEL CONSTANTINO CUNHA 1262,29933530,RUA CORONEL CONSTANTINO CUNHA 1262,RUA,49
"RUA OVÍDIO ABRANTES, 19",9424150,RUA OVÍDIO ABRANTES,RUA,20
"RUA LUIZ CARLOS GUIMARÃES POLLI, 21 - FORUM ELEITORAL",83450000,RUA LUIZ CARLOS GUIMARÃES POLLI,RUA,51
"RUA SERRA DO MAR, 180",8410160,RUA SERRA DO MAR,RUA,87
RUA VISCONDE DE SEPETIBA 987 FUNDOS 3 ANDAR,24020200,RUA VISCONDE DE SEPETIBA 987 FUNDOS 3 ANDAR,RUA,8
"RUA ITABAIANA, 580",49015110,RUA ITABAIANA,RUA,77
"RUA CORONEL ANTONIO FERNANDES,92",35330000,RUA CORONEL ANTONIO FERNANDES,RUA,96
"RUA BARÃO DO RIO BRANCO, S/N - FÓRUM ELEITORAL",84130000,RUA BARÃO DO RIO BRANCO,RUA,18
"RUA CAPITÃO BRAZ, N 107, CENTRO",36680000,RUA CAPITÃO BRAZ,RUA,4
"RUA MARIO ALEXANDRINO DA ROCHA , 71",33900450,RUA MARIO ALEXANDRINO DA ROCHA ,RUA,82
"PRAÇA BARÃO DE AYURUOCA, 75",25880000,PRAÇA BARÃO DE AYURUOCA,PRAÇA,27
"RUA OLAVO BILAC, 1432",84570000,RUA OLAVO BILAC,RUA,6
"RUA PAULO NADER, 287",86270000,RUA PAULO NADER,RUA,54
"RUA MAGALHÃES DE ALMEIDA, 249",65490000,RUA MAGALHÃES DE ALMEIDA,RUA,49
"RUA TIRADENTES, 668, SALA 01",98700000,RUA TIRADENTES,RUA,67
"RUA PADRE AYRES, S/N.",58890000,RUA PADRE AYRES,RUA,95
"RUA QUINZE DE NOVEMBRO, 740",96270000,RUA QUINZE DE NOVEMBRO,RUA,76
"RUA ZENON DRUMOND, 26",36520000,RUA ZENON DRUMOND,RUA,27
"RUA MARECHAL FLORIANO PEIXOTO, S/N",29640000,RUA MARECHAL FLORIANO PEIXOTO,RUA,47
"PRAÇA DA MAÇONARIA, S/N",18040295,PRAÇA DA MAÇONARIA,PRAÇA,13
"RUA ALVINO MARQUES, QD. 14, LT. 01, S/N, EDIFÍCIO DO FÓRUM, CENTRO",75580000,RUA ALVINO MARQUES,RUA,61
RUA DOM LUIZ DE BRITO 200,55170000,RUA DOM LUIZ DE BRITO 200,RUA,67
"RUA BARÃO DO RIO BRANCO, 89",37540000,RUA BARÃO DO RIO BRANCO,RUA,97
"RUA I, QD. 16, N. 60",76450000,RUA I,RUA,53
"PRAÇA RUBIÃO JÚNIOR, 305 - FÓRUM",12850000,PRAÇA RUBIÃO JÚNIOR,PRAÇA,54
RUA CEL. JOÃO SÁ,48660000,RUA CEL. JOÃO SÁ,RUA,8
"RUA FRANCISCO CÍCERO, 14, CENTRO, FLORÂNIA-RN.",59335000,RUA FRANCISCO CÍCERO,RUA,54
"RUA JOSÉ MENOTTI BERNARDINI DE CARVALHO, 13",12800000,RUA JOSÉ MENOTTI BERNARDINI DE CARVALHO,RUA,14
"RUA JURUCÊ, 990",78820000,RUA JURUCÊ,RUA,91
RUA 45 ESQ. C. RUA 56 E RUA 04 ED. DO FORUM,76680000,RUA 45 ESQ. C. RUA 56 E RUA 04 ED. DO FORUM,RUA,46
"PRAÇA BENEDITO VALADARES, 200",35116000,PRAÇA BENEDITO VALADARES,PRAÇA,32
"PRAÇA 13 DE MAIO, 238",11680000,PRAÇA 13 DE MAIO,PRAÇA,27
"RUA AUGUSTO DE LIMA, QD. 06 LT. 03",75080850,RUA AUGUSTO DE LIMA,RUA,16
"RUA HERMENEGILDO ALVES, 220 - CENTRO",68640000,RUA HERMENEGILDO ALVES,RUA,9
"RUA TIRADENTES, 175",37640000,RUA TIRADENTES,RUA,82
"RUA DRA. LIZETE DE OLIVEIRA FARIAS, S/N",65630200,RUA DRA. LIZETE DE OLIVEIRA FARIAS,RUA,97
"RUA CEL. MARIO ANTUNES DA VEIGA, 202 - SALA 201",94410030,RUA CEL. MARIO ANTUNES DA VEIGA,RUA,34
"RUA JEREMIAS DE PAULA EDUARDO, 1089",15910000,RUA JEREMIAS DE PAULA EDUARDO,RUA,73
"RUA CRISTÓVÃO COLOMBO, N 740 - FÓRUM ELEITORAL",87560000,RUA CRISTÓVÃO COLOMBO,RUA,93
COMPLEXO RIO MADEIRA (CPA) AV. FARQUAR 2986,76801470,COMPLEXO RIO MADEIRA (CPA) AV. FARQUAR 2986,COMPLEXO,7
"RUA CÍCERO GALDINO SOBRINHO, 56",58135000,RUA CÍCERO GALDINO SOBRINHO,RUA,5
"RUA FERNANDO CORREA DA COSTA, N. 253",78700100,RUA FERNANDO CORREA DA COSTA,RUA,3
RUA THEODOMIRO PORTO DA FONSECA 130 - TÉRREO - SALA 02,93600000,RUA THEODOMIRO PORTO DA FONSECA 130 - TÉRREO - SALA 02,RUA,49
"RUA HUMBERTO DE CAMPOS, 308",65225000,RUA HUMBERTO DE CAMPOS,RUA,93
"RUA CAPITAO MAGALHAES, 87, CENTRO",65284000,RUA CAPITAO MAGALHAES,RUA,69
"RUA LUCIANO DE SOUZA TURQUE, 10/LOJA 02",28650000,RUA LUCIANO DE SOUZA TURQUE,RUA,78
"PRAÇA FRANCISCO SALES, 26",35537000,PRAÇA FRANCISCO SALES,PRAÇA,61
RUA MINAS GERAIS 265,75600000,RUA MINAS GERAIS 265,RUA,38
"RUA LAFAIETE SPÍNOLA DE CASTRO, 1463",15025510,RUA LAFAIETE SPÍNOLA DE CASTRO,RUA,59
"RUA DANIEL SEVALHO, 357 - CENTRO",69470000,RUA DANIEL SEVALHO,RUA,57
"RUA TANCREDO NEVES, S/N - FÓRUM DA COMARCA",64995000,RUA TANCREDO NEVES,RUA,21
"RUA CÍCERO TUCHAUA, 320",69660000,RUA CÍCERO TUCHAUA,RUA,41
"RUA JOSÉ FERNANDES DE QUEIROZ E SÁ, 50.",59940000,RUA JOSÉ FERNANDES DE QUEIROZ E SÁ,RUA,61
"RUA DR ACAUAN, 320",97560000,RUA DR ACAUAN,RUA,88
